Hybridization REF	TCGA-AX-A060-01A-11R-A00V-07
ATP5G3	0.350071428571429
RPL15	-0.577083333333333
ADAMTS8	0.18675
HOXC4	1.11
C14orf37	1.153
CEACAM5	0.71825
MYT1L	0.445
RASA2	-0.0902857142857142
OSBPL7	0.136
STAG1	0.0035
GIMAP4	1.40166666666667
FUT3	4.41433333333333
PIF1	-2.564
LPIN2	0.249
SH3PX3	0.62175
PDP2	0.41175
PAPD1	0.3945
ERP27	-1.48625
APOOL	0.0692
DIABLO	0.231
TRHR	-0.628833333333333
ARMC9	-0.81525
RNF152	1.793
SLITRK3	0.6778
ZNF211	0.27
PFDN1	0.805625
RGS11	-0.841625
HS6ST1	-0.0775
AKR1D1	-0.319333333333333
TNP2	0.1
STK31	0.522333333333333
EML4	-0.246416666666667
SGTA	-0.412
HIST1H2BI	0.413
PSMD6	-1.453
KIAA1257	-0.56175
C18orf55	0.0954
FLJ20273	2.94925
RPL28	-0.8945
EPYC	0.119
NOX3	-0.143
ELAC1	0.4865
METT11D1	-1.5865
BIN2	-1.9548
NACA2	-0.01825
CCDC17	1.29475
HM13	0.236
UBOX5	-0.171142857142857
UBE2O	-0.32175
UBL5	0.18825
APOLD1	0.49
C9orf31	0.95
TNFSF8	-0.6225
ARHGAP29	-0.570714285714286
PROKR2	0.7695
PDE5A	-0.0785
C6orf12	-0.528
TOM1L1	1.6705
WHDC1	-0.079
FOXI1	0.172333333333333
RAB4A	1.2912
TMEM39B	-1.09525
ATPBD1C	-0.6505
FARSA	-0.284333333333333
PLEKHG5	0.338
CMAS	-0.656666666666667
OR7E24	-0.3125
SLC30A1	0.849
CDC42EP5	0.9045
PLAC1	-1.54625
KLHL18	-0.597666666666667
LBA1	-0.115
TAZ	-0.9135
CRIP2	0.786375
BTBD11	-1.05333333333333
C16orf72	0.00124999999999999
DIO2	0.4862
LRRCC1	0.403666666666667
CCDC136	-2.491
PRX	-0.753625
RBM5	-0.954444444444444
TMEM85	-0.868375
TUBGCP4	-1.4
APLN	1.904375
CDK7	-0.0496666666666667
SSR2	2.59341666666667
CRELD1	0.1525
C19orf46	2.35675
GAL3ST4	-0.287
KBTBD10	-0.54175
IL28A	-0.25575
WDR27	-2.1335
MCM2	-1.30083333333333
SOX14	-0.577
FLJ39743	0.2695
KIAA0922	-1.232
HIPK4	2.334
FLJ25758	0.558
C16orf57	0.0150833333333333
PDZD2	-0.219125
MCC	-0.108428571428571
HHLA3	-0.9119
ID2	2.079
C20orf23	1.65525
ZNF688	0.265
APOC2	-2.33766666666667
LOC440093	-0.55875
FAM50B	1.67433333333333
PWP1	-0.495
DNAH10	0.63825
HIST1H2BA	0.61425
GPR56	0.0688333333333333
METAP2	-0.0203749999999999
PAN3	0.3988
STXBP4	0.63025
PDHX	0.275
MTA1	-0.35475
ZBED4	0.713375
ZNF720	-0.5795
CDK2	-0.40175
RHOJ	-1.03675
CDC37	0.0301666666666667
ZER1	-0.36575
GRK4	-0.255333333333333
PRPH	-0.76675
POLR2A	0.8145
OGFOD1	-0.51525
NOL5A	-1.583
PHEX	0.242
FLJ16478	-0.03475
C20orf117	-0.561428571428571
CAMTA2	-0.14675
C11orf74	0.996833333333333
DDX17	-0.426090909090909
C5orf27	1.375
PLEKHA2	0.776222222222222
PDE4DIP	-0.9237
SCN7A	1.22833333333333
ZNF559	-0.606833333333333
CXCL10	1.5835
ZMYM4	0.00399999999999999
STK32B	0.856071428571428
KIAA0888	-1.23088888888889
TACR3	2.655
CKAP2L	-1.4805
KIF1A	-0.0298333333333334
RSPRY1	1.28575
VCAN	-2.3915
CYP27C1	-0.308
SYDE1	-2.198
MED12L	0.22125
ZDHHC21	0.839625
NHS	0.1565
TM9SF3	2.07033333333333
DDHD1	-0.00137500000000002
MAFG	-1.08658333333333
BICD2	-0.4844
C14orf119	-0.2715
C14orf43	-0.227928571428571
CDH7	0.66475
ALKBH5	0.183357142857143
JUP	0.706125
TMEM41A	-0.309833333333333
MAMDC4	-2.17666666666667
CBX3	-0.493375
LRRC18	0.2235
RBMXL2	0.643333333333333
PLA2G4D	0.0946666666666666
FGF13	-0.161285714285714
KIF3A	0.8535
PDIA6	0.12075
DCXR	0.77825
CASKIN2	-0.082
EHD1	-0.0521666666666667
MARCKSL1	1.89866666666667
ZNF496	-0.243
SCAF1	0.156666666666667
KCTD8	0.583333333333333
TRAF3IP3	-1.51828571428571
LSR	1.276
CXorf1	-0.2248
C14orf112	1.00083333333333
EIF2B1	-0.36125
OMP	-0.7475
GSTZ1	-0.14575
LOC92017	-0.159
ISLR2	-0.459
C12orf36	1.326
GATA2	-0.279833333333333
GABRA5	-0.825
CELSR2	-0.773928571428571
STAM2	0.7472
TNAP	-0.0765
PTPMT1	-0.222666666666667
GRP	2.217
SV2A	0.129
MAGEA12	-5.11533333333333
CACNG1	-0.2545
C18orf19	-0.42675
GSG1	-0.318333333333333
PTPRJ	0.372857142857143
FRMPD1	0.5655
ZNF668	0.469
PLEKHJ1	-0.343875
ADAT1	-0.1431
TMEM50A	0.7717
UCN3	0.1095
HOOK1	2.265375
IL17B	-0.4995
MLKL	0.4485
TTC14	-0.6595
KLHL5	-1.416875
CRYL1	0.702833333333333
FOXH1	-0.06
NFYB	-0.365625
PPM1G	-0.1185
GOLGA2LY1	-1.08125
NMT1	-0.162125
HADHA	0.616
CHSY-2	0.239666666666667
PLEKHF1	-0.623928571428571
SAGE1	-0.856
MUSTN1	-0.62675
SUHW4	0.58975
TFEB	0.761166666666667
ZFYVE27	0.04375
ATG12	0.336833333333333
BMI1	0.285
ZIM3	-0.195
MYH4	-0.114333333333333
MASP1	-0.135444444444444
KIAA0984	0.49025
RPAP2	-0.363
ASB5	1.104
BOLA3	-0.501666666666667
MIA3	2.5865
KRT35	0.9495
KIR3DL3	-1.178
MRPL51	-0.55875
SEMA3F	-1.6046
NDUFB2	0.584833333333333
LOC253012	1.7
FAM46C	0.9078
G6PC	-1.54014285714286
CSAG3A	-6.1905
PREX1	-3.0155
SLC25A45	-0.36625
MAPKBP1	-0.3813
CPE	0.148
GNB1	-0.814375
CXCR6	1.963
TRIM46	-0.66275
C16orf3	-0.136166666666667
HPSE	-0.5825
TIGD3	0.4245
SPG3A	0.588
LCAT	-2.43116666666667
ST6GAL1	-0.1286875
POMC	2.74725
FLJ36031	-0.121333333333333
NSMAF	-0.801
SKIL	2.4725
ADSS	1.25733333333333
HMGCS1	-0.7864
POLR3F	-0.304833333333333
RAB10	0.308375
ZNF277P	-0.606625
ZBTB7B	0.18325
DHRS1	-0.308125
ABCC13	0.197
CNOT3	0.05325
NFKBIA	1.3415
GAK	0.111666666666667
SFT2D2	1.529
HOXA6	-0.9145
CRTC1	0.26125
LY6D	-0.9315
C20orf72	-0.441
CPT1A	-0.0955
LMO1	-1.5655
EIF3I	0.535
PRB4	-0.24925
MCM3APAS	-1.44271428571429
C20orf132	-0.0969000000000001
FOXF2	-4.54525
S100A12	2.78625
MLH1	-4.51816666666667
ACTN1	0.3816
MRPL36	-0.4265
C20orf106	-0.6605
FBXO6	1.73783333333333
MKS1	0.858
CX3CR1	-2.599875
PDE1B	-0.255
PLP1	-3.239
KISS1	-0.724166666666667
C14orf2	1.17416666666667
TBC1D3P2	-2.16275
COMMD6	1.2901
ANKRD7	-0.26775
PTCHD1	1.19857142857143
NARS2	-0.19325
DOCK7	-0.0125
FAM127B	-2.013875
LOC390243	-0.897
N6AMT2	0.03875
ZNF391	0.208
DNAJB14	0.0676666666666667
WRB	0.1555
BPI	0.275454545454545
TTC4	-0.400333333333333
FAM10A5	-0.10925
GOT1L1	0.762166666666667
MAGED1	0.783125
RESP18	-0.06825
WFDC6	1.6085
MT2A	-3.5355
C11orf56	0.11375
KIAA1432	-0.4085
ROR1	-0.447375
HSD17B14	0.1735
ZFAND2B	0.448625
SAMD4B	0.407333333333333
HEXA	0.47525
HNRNPU	0.913090909090909
USP39	-0.59325
NRD1	-0.9835
R3HDML	0.208666666666667
FLT4	0.625666666666667
OMG	0.5665
OR52N4	0.866
LOC399818	-1.2595
ELA2	-2.34125
VENTXP1	-0.126
RFC5	-1.106
OR52L1	1.403
PAX5	0.2755
FBXO2	-4.3205
GMEB1	0.438
AKT3	-0.879666666666667
CRB1	-0.100333333333333
CTTN	0.378666666666667
UTP15	0.781666666666667
HSBP1	0.444916666666667
PHF11	1.0855
NDEL1	0.119333333333333
USP8	-0.302
BAIAP2	-0.8504375
SI	-0.175
ARSJ	-0.205833333333333
BAAT	-1.80125
KCNS3	-0.0678333333333333
LOC126147	-0.364
TMEM37	0.5375
C1orf162	0.643166666666667
MBD1	-0.2744
ITGAL	-0.367
WDR73	-0.4205
GKN2	0.0383333333333333
ARFGAP1	-0.674625
SLC5A8	-0.062
ZBTB40	-0.605
CYP4B1	0.843166666666667
LYPLAL1	-3.64225
CHST3	0.94475
MAP3K9	0.284
BTAF1	-1.15483333333333
TFAP2E	0.9165
RBM35B	-0.342
LOC441251	-0.5828
ANKRD25	-1.24111764705882
UQCRC2	0.1785
MAEA	0.452333333333333
HYAL1	-1.868375
RNPEPL1	0.29
CPSF2	0.63
PSD3	-1.3095
ABCA13	1.1975
AGR2	3.941625
GBX1	-0.869
HDLBP	1.55671428571429
ACY3	1.414
HECW1	-0.309
ZNF519	-1.10575
HOPX	1.65871428571429
ZNF304	0.88675
OR12D3	0.5015
FKSG43	1.47725
METTL1	0.416125
MFSD3	0.5603
PSPH	-1.3655
CLCA3	0.611
DARS2	0.0143333333333333
CDC25A	-0.9562
BAIAP2L1	0.41275
B3GNT5	1.336125
USP29	0.27625
ARHGEF10L	0.2888
ATOX1	-0.53
ADAM30	-1.231
DNASE1	-2.0785
STT3A	1.641
RAB6IP1	-0.9945
PTN	-0.0266
C1orf106	-0.242076923076923
HECA	0.706
RNF122	1.35725
SLC22A18AS	-0.528166666666667
GNG8	0.2795
ELP4	-0.3355
FAM65A	-0.783166666666667
RPL10A	0.295333333333333
IRS4	2.069
MACF1	0.0352
SEC24D	1.81125
LOC374395	0.6435
TGFB2	1.467625
MDFIC	-0.992375
CHRNE	0.674666666666667
PCMTD2	-0.483
ATP6V0D1	-0.262833333333333
MTA2	1.18375
LZTR1	-1.167
RAP1A	-0.325666666666667
AXIN1	-0.676125
POLR1C	-0.121
TRIO	-0.877333333333333
PLXNA4A	-0.541083333333333
C5orf33	-0.4235
DEPDC1B	-1.487875
ZNF473	-0.0696666666666667
MTM1	0.34975
GPR107	0.426
CSNK1A1L	0.864166666666667
FLJ14154	0.018
NLRC4	0.672666666666667
ENPP4	2.5175
PADI3	1.0155
RNF170	-0.191375
CG018	-2.65316666666667
C16orf7	-0.79025
KCNE1	2.20425
NRM	-2.10666666666667
SLC37A3	0.949642857142857
TPD52L2	-0.333166666666667
UNC5B	1.3605
C12orf12	1.2022
SDHB	-0.52975
CLRN1	0.143142857142857
NUDT10	-1.1945
UGT3A1	0.463142857142857
FBXW8	-0.451
RHOF	-0.957714285714286
PTPLAD1	0.55175
MYO3B	0.60575
DERA	-0.31
TPP2	-0.362
C19orf53	-0.215166666666667
GINS3	-0.627142857142857
ST6GALNAC5	-0.8665
CHSY1	-0.9385
MGC15705	-0.918
GPR83	0.6674
EXT2	-0.138125
DOLK	1.1895
TUBAL3	-1.22625
ACVRL1	1.02955555555556
ABL2	-0.123727272727273
C14orf156	-0.3315
PTPRZ1	-3.04471428571429
DIP2C	-0.39925
LAMP1	0.51825
RXRA	-0.6781
MAP3K5	0.77
ALKBH1	-0.0275
PDLIM7	-1.553125
ARL14	-0.1895
SNIP1	-0.512
TIMP3	-2.18983333333333
RGS3	0.110833333333333
SPAG16	1.10155555555556
ABHD4	0.2005
ARHGEF12	0.220727272727273
GLUD2	-0.9135
RAC2	-3.6678
UAP1L1	0.22
SLC18A3	0.599
YOD1	0.240333333333333
RALY	-0.46575
HMOX2	0.9855
DGKH	0.18775
DBNDD2	0.566
YIPF4	0.58075
THAP10	-0.586
ZNF513	0.28225
HAGHL	-2.4335
ITGB4	0.314666666666667
CCDC141	-1.092
YTHDF3	0.062
C5orf28	0.61475
RPL7L1	-1.01025
TMEM30B	0.976642857142857
ANKRD35	3.201
DUOXA2	1.1955
TBC1D5	-0.451125
DFNB59	0.194
HRH4	0.44
MYO6	2.396
DNAJA4	1.527125
RBM24	0.481571428571429
CEACAM20	0.20825
RBM23	-0.851615384615385
NGFB	-0.2595
C1orf63	-1.72877777777778
KRTAP7-1	-0.271
PERLD1	1.71125
NPB	0.046
C17orf59	0.7409
HSPBAP1	-1.205
SLC15A4	0.41575
PRTFDC1	0.4175
OSMR	-0.935785714285714
CYSLTR2	-0.464
C19orf25	0.6789
KIAA1797	0.2175
NLRP6	0.12
FAM105B	0.2553
SCRN2	-0.39
LRRC58	-0.0475
RNF17	0.360142857142857
NEIL3	-1.7795
FAM137A	-1.04866666666667
SKP2	-2.79325
PARVA	0.783333333333333
PKLR	-1.778
RNF34	0.156625
A3GALT2	0.9825
C12orf50	-0.3712
SUNC1	-1.6035
FAM102B	-0.959
CCT2	-1.17875
LRRC37A2	-0.7865
ARF4	2.1135
SIKE	0.750125
C8orf48	-1.20683333333333
MBTPS1	0.269642857142857
GPSN2	-1.1515
NCF2	1.45125
SLC12A6	0.2416
MRPL48	-0.3475
HMGN3	-0.106833333333333
LRRC62	-1.62
PAX9	0.357375
FAM55A	-0.5715
C20orf42	-2.0512
SCML2	-0.3104
BCL9	0.4145
FAM40A	-0.59225
C9orf41	-0.0408333333333334
ZNF774	-0.6445
LETM1	-0.9845
PLXNB1	-0.032
NIPSNAP1	-0.987375
USP10	-0.7
F9	0.2595
LIPE	-0.217
CNGB3	0.5535
C12orf52	-0.252375
PI4K2A	-0.0872857142857143
MED8	0.231875
STAT4	-0.3674
FGD4	0.917
RNF145	0.0735
WDR32	-0.115777777777778
CLDN2	0.1315
TCEAL8	1.15975
ZMYND8	0.0105555555555555
PDXK	0.24084375
GATAD2A	-0.60175
PTGES3	-0.057
CCM2	-1.24875
TAP1	0.29125
ZNF670	0.39275
ETS2	0.252307692307692
C6orf166	-0.190333333333333
PRMT2	-0.158714285714286
OR4B1	1.614
INTS8	-0.393
CCDC102A	-0.72325
CCDC83	1.111
ITGA1	-1.2145
EPHA5	0.138571428571429
FAM24B	-4.25583333333333
TSGA10	0.358
HAL	1.103
MYOT	-0.083
SPACA3	1.37066666666667
BCL2L2	0.0276666666666667
CUGBP2	0.197
CCNB3	1.41775
RNF113B	0.23425
MERTK	0.96575
BAG1	0.74425
VPS36	-0.00425
ORMDL3	0.8006
C1orf190	-1.55975
ZNF625	-0.3045
CORO2B	-1.52525
ALOX15	-0.79
CST1	-0.869
NUPR1	4.12883333333333
CCL7	0.00199999999999996
SMCR5	-3.3555
DSC2	2.555
RBMS2	0.2245
GRIK4	0.1835
TRIM65	-0.0693
TMPRSS6	-0.438307692307692
TP53INP2	0.2355
GLB1L	0.215833333333333
LOC388284	-0.561
PUS1	-0.627428571428571
BCL9L	-0.445
OLFM1	-1.93490909090909
RET	1.768125
MASTL	-1.571
ALX3	0.22925
IL1RL1	-0.177166666666667
ZNF765	-0.804888888888889
C14orf138	-1.56475
SNX10	-2.73833333333333
TAC4	-0.43
C1orf64	0.89425
POGK	0.691625
MAPK9	-0.11175
ZNF366	0.8215
C8orf79	0.427714285714286
CLDN7	2.785375
OR5AT1	2.605
TRIM37	-2.3805
LRRC25	0.99
GRHL2	2.6027
TEKT3	-0.02075
LASS5	-1.80766666666667
ABCC4	-0.85475
DLG3	0.219142857142857
VGLL1	0.1885
ZFP36L2	1.85866666666667
MFRP	-0.301333333333333
KIAA1799	-0.0235
FLJ44379	4.372
PCNX	-0.8115
ANXA9	-2.1515
CYP4V2	1.4369
PIK3C2A	0.068
SRR	-1.2135
NOL3	-1.96175
IFITM2	-0.6585
ARNTL2	-2.01033333333333
ZNF595	1.118
NLRP13	0.737
ASPH	0.858875
CPA2	0.074
PVRIG	-1.8838
LEPR	-1.1908
C16orf42	0.408833333333333
SH3BGRL	0.2675
FAM77D	-0.5958
FNDC7	0.703
C9orf6	0.51
NOTCH2NL	0.0226666666666667
PGBD1	-0.4442
SYNGR2	0.3585
PITPNA	0.8125625
PRPF4B	-1.2318
SLC43A3	-2.35478571428571
NRBP1	-0.52975
SLC25A22	0.09375
ILK	-0.07425
SLC22A8	0.4275
MRPS7	-0.203375
PITX2	0.09375
FABP3	-1.236625
OR1L1	0.244
LOC728215	0.2635
BLID	-0.794
KIAA1217	1.15294117647059
TFPT	1.40875
AP4B1	-0.16325
VBP1	-1.511
OR1K1	-0.532
MORC3	-0.161
BHMT2	-2.35775
C3orf10	1.05025
FZD7	-2.9636
WFDC10A	-1.066
PMS2CL	-0.831625
CCDC32	0.855666666666667
FA2H	-0.6755
ALG13	-0.243
TTLL7	-0.557666666666667
SPOCK3	1.08433333333333
SLC13A2	1.446
AIM1	-0.47375
GPRC6A	1.103
EGR2	0.76425
MED11	0.75775
WWC1	2.436
SH3GL3	-0.64875
RIF1	-0.450076923076923
PRLH	0.579
VLDLR	0.7185
DBT	0.840866666666667
C21orf63	-0.3185
CGGBP1	-0.7755
KRTAP12-2	null
TADA3L	-0.597375
ZBTB16	-1.06633333333333
PDGFB	-0.323
RFX1	0.2755
UQCRB	0.8155
LOC133874	-0.947
HPS3	0.13225
LGALS3BP	-0.2265
DKFZP564O0823	3.27192857142857
MRFAP1L1	0.108625
HOXA10	1.7765
NGB	0.253
KIF21A	1.46030769230769
IFLTD1	-0.366
LZTS1	-1.6325
ARHGEF3	1.253
RHBDL3	-1.0115
CSNK1G2	-0.301583333333333
ChGn	-0.593125
KIAA1244	2.28816666666667
GABRB2	0.469
MGC72080	-0.6405
CD27	1.33825
EGLN1	-0.0469
PEX13	1.2645
RWDD3	0.47925
RNF12	-0.0633333333333333
GRIN2B	1.7815
ADAMTS14	-1.039875
DYDC2	3.65133333333333
ATP6AP1	0.0512
NR1H2	-0.535
PDK2	-0.6125
C3orf17	-0.383166666666667
SLC38A2	-0.799692307692308
SLC25A29	-0.5445
C15orf29	-0.065625
ADAM9	0.485333333333333
TMUB2	-0.30575
GPR176	-0.6655
AGK	-0.037125
MCCD1	0.21175
NDUFA4	0.23475
TMEM146	2.29475
DUSP1	2.1205
UNQ6975	0.0865
EMX2OS	5.32125
INSM2	0.466333333333333
LUZP4	0.441666666666667
SETD6	-1.36025
P2RY2	1.73475
SLC45A2	-0.4215
RABGAP1	0.220833333333333
UBXD5	-0.168375
GPRC5A	0.4288
PAK3	-0.3474
LOC63920	0.606
TGFBR1	0.4334
KRTAP6-3	0.116
SFMBT2	0.024
CDC42	0.485125
C11orf35	0.3815
TTLL2	-0.5435
UACA	0.655083333333333
CD97	-1.8579
SETD5	-0.317
NINJ2	-2.21175
PTER	0.898
POMGNT1	0.31325
KRTAP4-2	0.3655
ECGF1	0.770875
HRB	-0.397363636363636
ATP1B2	0.0217
LOC400506	-0.7655
COL4A3BP	2.2405
C6orf97	0.424333333333333
GRHPR	0.78225
TAS2R1	1.2775
SEMA7A	-0.16575
EDF1	0.20825
ODF2L	0.8746
PCID2	-0.446166666666667
GTF2H4	-0.931333333333333
ZCCHC3	-0.545
CGB2	0.424
NEUROD1	-0.2365
C20orf75	null
RP5-1054A22.3	0.38
IFNA5	0.346
ZNF134	-0.466181818181818
MGC119295	-0.36
ZSWIM6	-0.031
SMEK1	0.386833333333333
PCGF2	-0.300375
C1orf102	2.579
CYP2A13	0.8545
KCNH6	-0.966333333333333
MDM1	0.2186
ALDH7A1	0.616833333333333
C9orf75	0.37
VDAC3	0.01275
OR51T1	0.559
EIF3F	0.175833333333333
KCNJ10	-0.12625
LENG8	0.134
EDEM2	1.13991666666667
CCNJL	0.678666666666667
DHX37	-0.999
CRYGN	1.218
AATF	-0.521
ZNF630	0.24575
E2F5	-0.0475
WFDC13	0.047
FTSJ3	-0.645833333333333
C4orf33	1.345
LHFPL4	-1.9575
C19orf56	-0.627333333333333
SMAD4	0.355375
AFM	0.20625
G0S2	0.27825
FCHSD2	0.0734
RRP1B	-0.9071
EEF1B2	0.1435
STAT6	0.499166666666667
ZNF195	-0.05875
GNL1	-0.773666666666667
ZNRF2	0.697833333333333
PER3	-0.395375
ASB16	-0.2075
C10orf10	0.218769230769231
ADCY8	-2.787
C9orf58	-0.873
ARMC10	0.246833333333333
PSG1	-1.531
DHX34	-0.35375
VARS2	0.181
NFIC	0.32525
ITPR2	-1.511
AGXT2	0.357666666666667
OR6K3	-0.4285
H2AFZ	-0.104416666666667
MLLT3	-0.471727272727273
COX4I2	0.4795
CCNT2	0.217875
PLK4	-1.718875
NUMBL	-0.214666666666667
MED16	-0.01675
PLEKHQ1	-0.60825
GOSR1	0.682888888888889
BTG4	0.51375
RPL30	-0.120166666666667
IGSF5	0.968333333333333
IGFL2	-0.6948
ELMOD2	1.131
SHC3	-0.4068
HAVCR1	1.075
DYNC2H1	-0.305375
RNF5	-0.950166666666667
C2orf7	1.21625
NLF1	0.8695
KLHL25	-0.05525
LRP10	0.5409
KRI1	0.057
PUS7L	0.424833333333333
MGMT	1.60775
HOXD1	0.3915
CSH1	0.002
ATG16L2	-2.50125
FLJ44635	1.2695
CHODL	0.34575
EXOSC8	-0.91525
SLC28A1	0.08575
MYO7B	-0.2184
SEH1L	0.5224
MTNR1A	1.913
TSPAN5	0.808333333333333
CDC45L	-2.55666666666667
AMIGO1	-1.208
ATAD3A	-0.846625
OSGIN2	0.025
PDIK1L	-0.219333333333333
DARC	0.264375
PIPSL	0.9595
SHMT1	0.14775
CRISP3	-0.104
POPDC2	0.669666666666667
ZRANB2	-0.803
FBXL8	1.585
TRIP13	-2.00918181818182
EIF5AL1	-0.8675
POU5F1P3	-5.86333333333333
IL6	-2.535
CXorf38	0.166666666666667
IFNA16	0.401
FBXL2	0.0328333333333333
BRD1	0.32825
STATH	0.284
FBXO44	-0.7005
MCCC2	1.15075
CDC2	-1.5513
C5orf23	-1.52025
IVD	-0.130333333333333
C10orf122	0.189
MSL3L1	0.2192
MVP	-1.12
EPOR	-1.29144444444444
ZMYM1	-0.198666666666667
BCL7C	0.6875
PSTPIP2	0.6863
LYPD1	-1.701125
OR8G5	0.288
ZP3	-0.615333333333333
BCAS4	-0.83775
EDG6	0.3325
ISY1	0.1895
PRAMEF2	-0.69725
CUL1	-1.54775
RNF213	-0.8884
CCRK	1.01375
DHX9	-0.15175
C13orf29	-1.14825
NCKAP1	-0.004
MRPL43	1.52328571428571
XPR1	0.982
PKN2	1.0429
PODNL1	-2.562
ZNF333	0.0765714285714286
DALRD3	0.47
OPN1SW	0.705
BTBD6	0.31725
C11orf82	-2.0615
OR5P3	0.655
DUSP11	0.09775
L1CAM	-1.322875
NEK11	1.25233333333333
OR7E91P	2.416
CNTN3	1.26355555555556
CREB3L2	0.90325
ZBTB37	0.1725
KIAA1324L	-3.62575
NDUFB10	-0.111833333333333
NUDT2	0.788
GTPBP8	0.594
CACNA1D	0.5565
PRKAA2	-0.3026
PRDM8	-0.3775
MGC16075	0.48875
KRT14	-2.07285714285714
PP8961	0.430375
MRPL18	-0.061
ABCG2	-2.77725
PACRG	2.15525
BBS2	-0.5765
KREMEN2	-3.758
FBXO21	1.11525
HNRPUL1	-0.168666666666667
GRB10	0.00900000000000001
CLSTN1	1.248125
LMAN2	0.5514
C17orf61	0.03675
NIPSNAP3A	1.05625
INSIG2	-0.944833333333333
PCDHB7	0.3462
STXBP2	0.4525
CMAH	-0.5765
SEMA5B	-1.33775
ZNF155	0.264166666666667
COQ6	-0.241333333333333
PRPF4	-0.2105
TSPAN15	2.6323
VN1R5	-0.04975
LATS2	-0.19
SELK	0.85075
PGK2	1.36033333333333
MS4A1	-0.226142857142857
TYW3	0.0333
KRTAP5-1	1.10625
RCCD1	-1.05733333333333
BTN1A1	0.865666666666666
DDX28	0.4155
TMEM65	-0.070875
LOC92345	-0.395
TTC31	-0.6335
WDR46	-0.7925
CHP2	-0.845666666666667
LSP1	-1.502625
ZNF542	0.871
EXOSC1	0.31975
ARHGAP18	0.295833333333333
LRRTM4	-0.240142857142857
MAOB	0.19475
CACNB4	-0.235
MGC33846	2.3035
RANBP3L	0.290125
ATP5L	1.05225
ONECUT1	-1.6095
NUDT9	0.3565
TMEM149	-0.1575
STX17	1.268
IGSF10	-3.68775
TMPRSS9	1.4755
BMPR2	0.403727272727273
ALLC	-0.322666666666667
KLF7	-0.596125
GCC1	0.5583
TIMM9	0.062
CDO1	-2.77066666666667
MGC10701	-1.02816666666667
IFI6	0.222666666666667
FRMD8	0.0855
MGAT2	1.107
WBP5	0.731833333333333
CNIH2	1.0645
KIAA0907	-1.5676
KCNH8	-0.933
CTSG	-4.74225
GRIK1	-0.218
CUL5	1.966
FRMD1	0.4365
OR9A4	4.031
SYT6	-1.346
FOXD4L2	0.32625
ANAPC2	-0.999
OPN5	1.049
TAF13	0.7005
LYG2	-0.06775
GGNBP1	1.965
C11orf40	2.4025
OTX2	-0.0655
REG4	-0.0316
EIF5	-0.3363125
PALB2	-0.34775
SEPSECS	0.607888888888889
RNASE3	-0.702
TRIM49	-0.344
POLR2K	0.5038
GPR42	0.221
C8B	-0.955
SASS6	-0.5605
PREB	0.110666666666667
OR3A3	0.1415
TUBA8	1.89
IGLV2-14	-2.82025
STIL	-0.676
ANKFN1	0.047
NME7	0.713
HOXC12	-1.407
UBE2C	-1.100625
FHOD1	-2.361
CDK2AP1	0.772
OR6K2	-0.04925
DHPS	-0.4345
RPL5	-0.28225
TRGV5	0.8325
LOC541472	0.5
HCCS	-0.3846
DENND1B	1.5125
LHX3	-0.154
OR5D16	1.921
CXorf57	-0.990333333333333
IRF2BP1	-0.0995
NDST2	0.2045
LCE3D	0.028
BOLL	0.678666666666667
SYT3	-0.5275
PIH1D2	1.9425
C20orf7	-0.219166666666667
IL1R2	1.1745
SLAMF9	-0.9235
PPME1	0.729875
PIK3CA	-0.758
TRAPPC1	0.155625
COLEC10	-1.06466666666667
SLC9A6	0.892
PDDC1	-1.366
CCDC53	0.27875
GK3P	-0.93525
DAZL	-0.532
BRI3	-0.17375
SDK1	-0.812571428571429
CYP2C18	0.823333333333333
IFI44L	-1.21842857142857
RPL3L	0.2225
FUT9	0.682333333333333
KIFC2	-0.965333333333333
PMP2	0.889
SLC4A9	1.7175
PLAG1	-0.9385
MYCBP2	0.291666666666667
OR4E2	-0.344
CCDC65	1.0195
C16orf82	0.410428571428571
ENTPD4	0.514375
BRP44L	0.7665
PMP22CD	-0.354333333333333
TMCO4	0.750666666666667
KCNN1	1.3896
WDR35	0.04975
CCDC80	-1.265375
C3orf31	-0.5265
SLC7A9	0.74275
TMEM190	3.907
DBC1	-1.06333333333333
FADS3	-1.30216666666667
PDZD8	1.8732
GRM5	0.44
AZGP1	-0.1615
PEX3	0.263
MED1	-0.149285714285714
ATG4C	-0.861166666666667
HNRPH3	-0.915
FAM109B	1.774
C4orf17	-0.2775
CA10	2.63625
OPRD1	-0.1175
CCL16	-1.33375
SACM1L	-1.18025
CST6	4.2415
CD63	0.7918125
LGI1	0.0415
ZNF784	1.497
CRYBB1	-0.4725
CX3CL1	1.18665
TOP2A	-2.39525
GYPB	-1.02966666666667
GADD45GIP1	-0.15925
FEN1	-0.50875
IGF1R	-1.1285625
WDR72	-0.553666666666667
PURG	-0.63125
DEFB126	0.73725
PKD1L1	0.484
CAV1	-3.0288
GNPDA2	1.2085
DGAT2	-0.838375
NLGN1	-1.73175
STRBP	0.123
HPRT1	0.268166666666667
FANCI	-1.4505
PSMA7	0.410625
DBF4B	-0.153166666666667
TTF1	-0.720666666666667
RAD54L	-2.0575
ELOF1	-0.4195
PLAGL2	-0.317375
ZNF256	0.097
HMGCL	0.68675
MSI2	-0.477666666666667
RPESP	0.235
