Hybridization REF	TCGA-AP-A05J-01A-11R-A00V-07
RAB15	0.98125
HBP1	-0.244333333333333
TNNT2	-0.2185
CECR5	-1.14125
PHGDH	0.210625
JRK	0.3276
XPO4	-0.673875
FAM131C	0.8495
ARHGAP25	0.962
CA9	-3.00655555555556
GPR62	2.56383333333333
TLX1	0.463333333333333
GPS1	0.78625
OR2M2	-0.689
BDP1	1.30578571428571
FAM70B	0.5605
RPS29	-0.689083333333333
MKLN1	-0.9195
TSPAN19	-2.1235
SLC29A3	0.6726
LGALS4	-0.436
USH2A	0.2925
NF1	0.801
APOBEC3A	1.9785
IMPAD1	1.55916666666667
OLR1	-0.6032
NRAP	-1.211
HCFC1R1	0.282166666666667
TAOK2	0.6235
MCM10	-0.763666666666667
MAP4K3	-0.0376666666666667
CBS	-1.269
CLK3	0.2087
PCDHGA5	0.3975
ELF4	1.061125
FAM71A	0.4555
C11orf49	1.119
CLIP2	0.98925
BTBD9	0.7853
ZNF524	1.42825
KDELR1	1.08016666666667
ZNF509	0.903
NCSTN	1.2745
ZNF533	-0.188
PARP4	-0.194375
GALNT9	-0.0615
NPY	1.49975
BEGAIN	-3.0045
TMEM77	-0.898
FOXRED1	-0.0761666666666667
SLC16A2	-2.51266666666667
SLC35B1	-0.27175
GK5	0.151416666666667
SDCCAG10	-0.0085
C4orf20	-0.7725
SLC9A2	1.8075
ADD1	0.431928571428571
TAL2	-0.9125
ACLY	-1.471625
DNAJC1	0.8025
SOST	0.9825
USP43	2.052
CYP4F12	-0.860333333333333
FKBP5	-2.13025
CHCHD5	0.6068
NUDT22	0.6585
CCDC85B	0.38625
OR51G2	0.4055
STRN3	0.193642857142857
TMOD2	-0.00950000000000002
FLI1	-1.614
MAB21L2	0.120166666666667
DGKQ	0.49175
VPRBP	1.53466666666667
SCNN1B	0.9726
ECHDC3	-0.4554
TMEM106C	0.2845
CSNK2A2	-1.079
RPL39	0.6038
HERC3	-0.823
ZBTB47	1.87633333333333
ZNF681	-0.807
PAGE2	-1.327
CLIC5	4.79857142857143
RABAC1	-0.0805
ZFHX2	2.1585
YPEL1	2.95183333333333
KIAA0776	-1.755
NR1D2	0.20925
DNAJC4	1.341375
NPNT	2.6033
ZNF677	-0.077
ZNF536	0.64675
MEF2B	0.945083333333333
PTPN4	0.062375
CTCFL	-1.5545
STX5	0.206833333333333
CD72	0.00750000000000001
VEGFA	0.36278947368421
XRCC1	0.7326
MAS1L	0.828833333333333
ELL	0.6343
SETBP1	0.87525
CDH11	-0.4565
NDC80	-0.0123846153846154
DMBX1	1.29075
NRSN1	0.938
BAT2D1	0.2135
CDS2	0.686333333333333
C1orf212	-0.0576666666666667
SENP3	-0.647625
IL1F9	1.415
EEF2K	0.478125
COG8	0.60875
CEP72	-0.582
OR1L8	-0.3
MUS81	-0.00575000000000001
PHYH	0.82225
GGT6	2.36666666666667
C22orf23	-0.549416666666667
C13orf33	-0.02175
MAPK8IP2	-0.79775
NELL2	0.0605
POU3F2	-2.6746
ALPK1	0.698875
MRPS18C	-0.1725
RPLP2	1.557875
FGF22	-0.07
SPNS1	-0.253
ZFP1	-0.20625
IL1RAPL1	-0.758
PCSK9	-2.499
NKX2-1	0.751545454545455
C6orf189	3.372
SP4	-0.3295
SLC11A1	1.0004
C21orf25	-0.616166666666667
ICAM2	0.639875
SH3GL1	-0.330166666666667
GSK3B	0.317
RALB	1.7055
PDXP	-1.6055
GNGT1	0.891625
KIR2DL1	0.8435
TNFAIP3	-1.02416666666667
C6orf32	-0.8036
CBLN2	0.03875
PANK3	0.883875
TAAR9	-0.1945
WDR82	2.39007142857143
APOM	-2.634375
TRIP10	0.3685
SPATA16	0.0981666666666666
C1orf135	-0.93725
USP51	0.2715
TESK1	1.57975
C11orf64	0.391571428571429
ZNF611	-0.0765
PDE6G	2.14366666666667
HLA-DQA1	2.26042857142857
GCLC	-0.01775
SEC61A1	0.603857142857143
TWSG1	1.22216666666667
ZMYND10	1.378
CTDP1	0.799
ADAMTS6	-0.636666666666667
SLIT1	-0.15025
KRT86	-0.5115
KIAA0574	-0.87575
GTPBP2	-0.4248
PQLC3	-0.13175
PRRX2	-0.944333333333333
C15orf44	-0.139333333333333
MKKS	0.302
C11orf10	0.181
GPR110	1.11
CD109	-2.47166666666667
ADCY1	-0.0666666666666667
RHBG	-4.016
TP53I3	1.2595
SLC22A3	-2.7383
UCP2	-0.88375
FOXG1	-2.53033333333333
OR2AG1	0.31
TRIM24	-0.7585
PROC	-4.605125
TAAR6	1.1025
AMTN	-2.5355
C10orf47	1.05966666666667
DEPDC1	-1.37875
FLJ45557	-0.731
ZDHHC17	-0.224875
KIAA1429	-0.00933333333333333
KCNH1	1.535
VNN3	0.154142857142857
PSMAL	3.65225
PPARD	0.65925
HFM1	-2.04
YBX1	-0.635666666666667
ZNF695	0.02975
SCTR	0.348
DCDC1	0.09
VPS26B	0.3224
MTF2	-0.00650000000000001
ATP6V1F	0.755
CCDC94	-0.0705
PERF15	0.8095
CCL11	0.133
LMO7	0.14
DCST1	-0.895
ADRBK1	1.565375
CDRT4	-0.359
ZNF84	0.2965
HOXD8	-0.571
STARD8	-1.10333333333333
FOXP2	-0.5935
CCDC103	4.551
POLR3A	0.5
GSC	-4.04533333333333
ZNF114	0.7695
HTR7P	0.416
LALBA	0.5505
RMND5A	0.864833333333333
PSCD2	0.24175
ZNF409	0.221
KRTAP1-3	0.6378
MAF1	0.1385
LOC201725	-0.440833333333333
NRN1	-3.064625
SPAG5	0.138333333333333
DNAH7	1.22766666666667
FLJ43860	0.2555
BRCA2	1.058
ACADM	-1.585
CXXC6	-1.27625
RAGE	-2.0915
CHMP2A	0.95475
FAM8A1	-0.5926
GPR21	0.905
SLC12A3	0.140333333333333
FVT1	0.200785714285714
ZDHHC7	-1.068
FLJ44048	-0.66075
SLC44A3	1.65116666666667
SDSL	0.588833333333333
MMP8	-0.35775
PLA2G12B	-4.221
ACY1	-0.07575
MT1E	-0.845166666666667
OR4K15	0.941
TECTB	-0.147
GPR20	1.079375
IRAK2	-0.42925
RFPL3	-0.385
MYO9A	0.234
NARG1L	0.00791666666666668
BLMH	-0.475625
CCDC3	5.30766666666667
C9orf21	-1.73066666666667
KIAA0513	-1.88733333333333
MIER2	0.67975
PNMA2	-1.91866666666667
SH3BP2	1.5335
ANXA10	-1.4515
RTN2	-0.7195
TFB1M	-3.1425
PRPH2	0.982
C14orf133	-0.34375
GOLGB1	-0.0286666666666667
IRX4	-2.180375
NFKBIL1	2.48683333333333
C10orf62	0.884
APBB3	0.65
RPS10	-0.1734
LOC728378	0.593
TLE3	0.4735
PSMB7	-0.063625
MESDC1	-0.078
SLC6A1	0.471333333333333
OCLN	1.35366666666667
PTTG3	-0.278666666666667
NAGLU	-0.3645
SERTAD4	-0.593125
SPRY1	1.76575
FLJ10781	1.98841666666667
MYSM1	-0.128
TRIM4	-0.886928571428571
SH3YL1	0.79725
TREM2	2.57783333333333
SERPINI1	-1.68
HDHD3	0.488625
TMEM38A	1.315125
EID2B	-1.186
TDRD3	0.761166666666667
SEDLP	0.26925
THSD7A	2.2745
NDST3	-0.44225
KLHL15	-0.216833333333333
DHRS12	1.23
FBXO9	-0.59
TNPO1	-0.910416666666667
MRPL13	-1.29933333333333
SNX5	-1.46166666666667
METTL6	-0.1315
SOD1	-0.198125
CHML	-0.935833333333333
PACS1	1.1145
SIRT5	0.1205
CAPN2	-2.118
FXYD5	-2.5725
TWISTNB	-1.1375
LRFN1	0.831333333333333
UBE1L	1.197875
UBE1C	-0.6825
OR51B2	0.0865
OR4D11	0.19
C15orf2	-0.2895
NR4A1	-0.549833333333333
LOC339047	-1.779
TRIM17	2.626
ATP5G3	0.386857142857143
RPL15	-0.880083333333333
ADAMTS8	0.41275
HOXC4	0.0525
C14orf37	4.0705
CEACAM5	-2.80157142857143
MYT1L	0.3366
RASA2	-0.180625
OSBPL7	-0.994
STAG1	0.7645
GIMAP4	3.112
FUT3	1.62883333333333
PIF1	-0.735125
LPIN2	1.1545
SH3PX3	1.31625
PDP2	-0.438
PAPD1	0.04025
ERP27	1.549
APOOL	0.0681
DIABLO	0.489
TRHR	0.712571428571429
ARMC9	0.91725
RNF152	5.06
SLITRK3	1.05566666666667
ZNF211	0.6686
PFDN1	1.24625
RGS11	-0.896
HS6ST1	1.9853
AKR1D1	-0.86525
TNP2	0.175666666666667
STK31	0.4135
EML4	0.25025
SGTA	-0.498333333333333
HIST1H2BI	0.022
PSMD6	-1.80866666666667
KIAA1257	0.32325
C18orf55	-0.246833333333333
FLJ20273	1.889625
RPL28	0.1385
EPYC	0.366625
NOX3	0.691
ELAC1	0.486
METT11D1	-0.2655
BIN2	-1.86533333333333
NACA2	-0.0465
CCDC17	-0.7995
HM13	0.1373
UBOX5	-0.257875
UBE2O	0.286375
UBL5	-0.3755
APOLD1	-0.171375
C9orf31	0.418
TNFSF8	0.088
ARHGAP29	0.141
PROKR2	0.215
PDE5A	-0.485
C6orf12	-0.1855
TOM1L1	0.52
WHDC1	0.22675
FOXI1	0.288666666666667
RAB4A	-0.5126
TMEM39B	0.804
ATPBD1C	-1.56825
FARSA	-0.866166666666667
PLEKHG5	1.39825
CMAS	-0.925666666666667
OR7E24	1.9185
SLC30A1	-1.65225
CDC42EP5	1.60566666666667
PLAC1	-3.402
KLHL18	-0.7235
LBA1	0.0168
TAZ	0.25
CRIP2	1.545625
BTBD11	0.0338333333333333
C16orf72	-1.2445
DIO2	0.7677
LRRCC1	0.148833333333333
CCDC136	-2.511
PRX	0.41675
RBM5	-0.3056
TMEM85	0.513625
TUBGCP4	-1.66183333333333
APLN	1.592875
CDK7	-0.235166666666667
SSR2	0.685
CRELD1	0.463
C19orf46	2.70725
GAL3ST4	-0.532
KBTBD10	0.5765
IL28A	0.6995
WDR27	-1.347
MCM2	-0.310166666666667
SOX14	0.497
FLJ39743	0.4175
KIAA0922	-1.21675
HIPK4	-0.2575
FLJ25758	-0.5685
C16orf57	-0.709083333333333
PDZD2	0.684875
MCC	1.821625
HHLA3	-1.1623
ID2	1.45625
C20orf23	0.770916666666667
ZNF688	1.30775
APOC2	-3.348
LOC440093	0.55425
FAM50B	0.6755
PWP1	-1.206
DNAH10	0.44425
HIST1H2BA	0.645
GPR56	1.77566666666667
METAP2	-0.284375
PAN3	1.4335
STXBP4	0.11075
PDHX	0.2115
MTA1	0.0865
ZBED4	-0.011375
ZNF720	-0.10775
CDK2	-0.67775
RHOJ	0.137142857142857
CDC37	-0.899333333333333
ZER1	0.980875
GRK4	-0.1115
PRPH	1.42625
POLR2A	0.784
OGFOD1	-1.08325
NOL5A	-1.064
PHEX	-0.9505
FLJ16478	-0.577
C20orf117	-0.481125
CAMTA2	-0.3975
C11orf74	1.46083333333333
DDX17	-0.681833333333333
C5orf27	-0.274625
PLEKHA2	0.2689
PDE4DIP	-1.5168
SCN7A	0.03775
ZNF559	-1.03383333333333
CXCL10	3.389
ZMYM4	0.742166666666667
STK32B	-2.1446
KIAA0888	-2.2438
TACR3	0.4855
CKAP2L	-1.24
KIF1A	3.0455
RSPRY1	-0.575
VCAN	-2.21275
CYP27C1	-0.049
SYDE1	-1.72433333333333
MED12L	-0.0593333333333333
ZDHHC21	0.953
NHS	0.9945
TM9SF3	1.64866666666667
DDHD1	0.10675
MAFG	-0.607083333333333
BICD2	0.1002
C14orf119	-0.5485
C14orf43	0.324357142857143
CDH7	-0.7945
ALKBH5	-0.455285714285714
JUP	1.390625
TMEM41A	-0.145
MAMDC4	-1.796
CBX3	-0.287
LRRC18	0.18275
RBMXL2	-0.448666666666667
PLA2G4D	0.920333333333333
FGF13	-1.590625
KIF3A	0.698333333333333
PDIA6	-0.432
DCXR	0.534
CASKIN2	1.802
EHD1	1.02916666666667
MARCKSL1	2.09566666666667
ZNF496	1.35866666666667
SCAF1	1.11083333333333
KCTD8	-1.8305
TRAF3IP3	-1.30171428571429
LSR	2.752
CXorf1	0.0705
C14orf112	0.159833333333333
EIF2B1	0.07875
OMP	0.594
GSTZ1	-0.4335
LOC92017	1.3495
ISLR2	3.6045
C12orf36	0.512
GATA2	2.20933333333333
GABRA5	-2.5565
CELSR2	0.864285714285714
STAM2	-0.5041
TNAP	-0.2275
PTPMT1	0.2705
GRP	1.734
SV2A	0.00149999999999998
MAGEA12	-4.80625
CACNG1	0.957
C18orf19	-0.3615
GSG1	-0.332
PTPRJ	0.991142857142857
FRMPD1	0.3865
ZNF668	1.09675
PLEKHJ1	-0.66075
ADAT1	-2.1575
TMEM50A	-1.2653
UCN3	0.7005
HOOK1	2.32975
IL17B	-1.539
MLKL	-3.004
TTC14	-0.461166666666667
KLHL5	-0.17025
CRYL1	-1.02733333333333
FOXH1	0.1225
NFYB	0.40475
PPM1G	0.2995
GOLGA2LY1	1.04825
NMT1	-1.067125
HADHA	-0.0287
CHSY-2	-1.2535
PLEKHF1	1.29885714285714
SAGE1	-3.343
MUSTN1	-0.24
SUHW4	0.928
TFEB	2.17116666666667
ZFYVE27	1.165
ATG12	-0.524
BMI1	0.492357142857143
ZIM3	1.0375
MYH4	-0.418
MASP1	-1.0415
KIAA0984	-0.2415
RPAP2	-0.26075
ASB5	0.364
BOLA3	-0.0735
MIA3	0.0125
KRT35	0.5365
KIR3DL3	-0.6485
MRPL51	-0.34675
SEMA3F	2.75616666666667
NDUFB2	0.273833333333333
LOC253012	-1.87125
FAM46C	-1.1812
G6PC	-2.304625
CSAG3A	-3.3575
PREX1	0.2385
SLC25A45	-0.160625
MAPKBP1	0.8349
CPE	-1.2842
GNB1	-1.215125
CXCR6	1.741
TRIM46	0.90025
C16orf3	0.751
HPSE	0.215375
TIGD3	0.4055
SPG3A	0.9365
LCAT	-1.62
ST6GAL1	-0.475555555555556
POMC	-0.58925
FLJ36031	-0.4345
NSMAF	-0.664
SKIL	1.5625
ADSS	-0.0176666666666667
HMGCS1	-1.7934
POLR3F	-0.385166666666667
RAB10	-0.3165
ZNF277P	-1.625
ZBTB7B	1.053125
DHRS1	-0.05725
ABCC13	0.155
CNOT3	0.71925
NFKBIA	1.424
GAK	1.05566666666667
SFT2D2	2.303
HOXA6	1.44
CRTC1	0.648875
LY6D	2.3125
C20orf72	-0.2345
CPT1A	0.33
LMO1	2.3305
EIF3I	0.35125
PRB4	0.05125
MCM3APAS	-1.15075
C20orf132	-1.0419
FOXF2	-2.29875
S100A12	-0.021
MLH1	-0.953
ACTN1	1.0435
MRPL36	-0.5165
C20orf106	-1.09125
FBXO6	-0.160666666666667
MKS1	0.483666666666667
CX3CR1	-4.408125
PDE1B	-0.507
PLP1	-4.50075
KISS1	0.586333333333333
C14orf2	-0.016
TBC1D3P2	-0.2135
COMMD6	0.8463
ANKRD7	-1.43525
PTCHD1	0.370875
NARS2	-0.12675
DOCK7	-0.238625
FAM127B	0.580625
LOC390243	0.344
N6AMT2	1.26875
ZNF391	-0.3585
DNAJB14	-0.814833333333333
WRB	-1.05325
BPI	-0.418333333333333
TTC4	-0.785666666666666
FAM10A5	-1.227
GOT1L1	0.411777777777778
MAGED1	-0.100625
RESP18	-0.145666666666667
WFDC6	0.344
MT2A	-2.62
C11orf56	0.63425
KIAA1432	1.9045
ROR1	-0.991375
HSD17B14	2.14583333333333
ZFAND2B	0.505875
SAMD4B	0.59625
HEXA	1.307125
HNRNPU	0.465090909090909
USP39	0.126125
NRD1	-0.4005
R3HDML	0.18875
FLT4	0.399166666666667
OMG	0.268
OR52N4	0.86
LOC399818	0.48225
ELA2	-2.622
VENTXP1	0.681
RFC5	-1.0545
OR52L1	1.0255
PAX5	0.0635
FBXO2	0.88325
GMEB1	0.7295
AKT3	-1.5688
CRB1	-0.201166666666667
CTTN	0.184
UTP15	-0.826333333333333
HSBP1	-0.942166666666667
PHF11	0.88
NDEL1	-0.619833333333333
USP8	-0.4785
BAIAP2	1.1639375
SI	0.792
ARSJ	0.303833333333333
BAAT	-3.39866666666667
KCNS3	0.0961666666666667
LOC126147	-0.532666666666667
TMEM37	1.817
C1orf162	1.1745
MBD1	0.1287
ITGAL	-1.41683333333333
WDR73	0.422166666666667
GKN2	0.3155
ARFGAP1	-0.64325
SLC5A8	-0.9855
ZBTB40	-0.2929
CYP4B1	1.77366666666667
LYPLAL1	-5.1505
CHST3	0.0845
MAP3K9	0.45
BTAF1	-1.222
TFAP2E	0.6285
RBM35B	1.107
LOC441251	0.255666666666667
ANKRD25	-0.0486666666666667
UQCRC2	-0.4625
MAEA	1.16975
HYAL1	-3.2168
RNPEPL1	0.549333333333333
CPSF2	-1.183125
PSD3	-1.8621
ABCA13	0.117
AGR2	-2.09375
GBX1	0.187
HDLBP	0.852428571428571
ACY3	0.382
HECW1	0.792
ZNF519	0.064
HOPX	2.357875
ZNF304	1.180625
OR12D3	0.7945
FKSG43	1.0985
METTL1	-0.07875
MFSD3	-0.2336
PSPH	-1.16225
CLCA3	-1.3735
DARS2	-0.7155
CDC25A	0.202166666666667
BAIAP2L1	0.45
B3GNT5	0.604875
USP29	0.32175
ARHGEF10L	-0.4092
ATOX1	-0.611125
ADAM30	0.34075
DNASE1	3.63775
STT3A	0.572666666666667
RAB6IP1	-0.31325
PTN	2.2482
C1orf106	1.41784615384615
HECA	-0.43925
RNF122	1.303
SLC22A18AS	-0.240333333333333
GNG8	0.947833333333333
ELP4	-0.71525
FAM65A	-0.2775
RPL10A	-0.877666666666666
IRS4	1.022
MACF1	0.3867
SEC24D	-1.7355
LOC374395	0.439
TGFB2	-0.601
MDFIC	-2.514
CHRNE	0.803333333333333
PCMTD2	-0.4585
ATP6V0D1	-0.783
MTA2	1.28025
LZTR1	-0.559666666666667
RAP1A	-1.26916666666667
AXIN1	0.777875
POLR1C	-0.123
TRIO	-0.221416666666667
PLXNA4A	2.00458333333333
C5orf33	-2.04925
DEPDC1B	-0.6375
ZNF473	0.4835
MTM1	-1.095125
GPR107	-0.644166666666667
CSNK1A1L	-0.0398333333333333
FLJ14154	0.3815
NLRC4	1.21725
ENPP4	1.18983333333333
PADI3	0.408
RNF170	-1.2335
CG018	-0.988166666666667
C16orf7	-0.28775
KCNE1	1.859
NRM	0.340833333333333
SLC37A3	-0.356428571428571
TPD52L2	-0.697166666666667
UNC5B	1.261
C12orf12	0.3966
SDHB	-1.826
CLRN1	0.33175
NUDT10	-0.2255
UGT3A1	0.566428571428571
FBXW8	0.473625
RHOF	1.753875
PTPLAD1	-1.14
MYO3B	0.902
DERA	-1.30925
TPP2	-0.69175
C19orf53	2.0205
GINS3	-1.932375
ST6GALNAC5	-0.6865
CHSY1	-0.4445
MGC15705	-0.508
GPR83	0.6968
EXT2	1.22425
DOLK	1.4115
TUBAL3	-2.63125
ACVRL1	1.4064
ABL2	-0.80875
C14orf156	-0.745
PTPRZ1	-4.022125
DIP2C	0.397
LAMP1	1.86225
RXRA	0.0588
MAP3K5	-1.22725
ALKBH1	-0.432666666666667
PDLIM7	0.917375
ARL14	-3.141
SNIP1	-0.173666666666667
TIMP3	-0.640166666666667
RGS3	0.1475
SPAG16	0.6416
ABHD4	0.7245
ARHGEF12	0.524
GLUD2	-1.0665
RAC2	-2.0813
UAP1L1	0.641
SLC18A3	0.9455
YOD1	-0.8465
RALY	0.3585
HMOX2	0.943375
DGKH	-0.62625
DBNDD2	1.5765
YIPF4	-0.5385
THAP10	-0.14525
ZNF513	1.4965
HAGHL	-1.10483333333333
ITGB4	1.73083333333333
CCDC141	-1.655
YTHDF3	-0.9735
C5orf28	-0.15625
RPL7L1	-0.9945
TMEM30B	1.47585714285714
ANKRD35	2.5875
DUOXA2	-0.1715
TBC1D5	0.091
DFNB59	0.4555
HRH4	-0.46575
MYO6	-0.22
DNAJA4	-0.2165
RBM24	-1.5095
CEACAM20	0.003
RBM23	0.00100000000000001
NGFB	0.708
C1orf63	-1.4903
KRTAP7-1	0.8835
PERLD1	1.49275
NPB	0.5305
C17orf59	-0.6835
HSPBAP1	0.7705
SLC15A4	0.0925
PRTFDC1	0.0895
OSMR	-2.12057142857143
CYSLTR2	-0.2805
C19orf25	-0.2031
KIAA1797	-0.608
NLRP6	-0.252
FAM105B	-0.1066
SCRN2	0.0466666666666667
LRRC58	-0.8955
RNF17	0.768125
NEIL3	-1.1715
FAM137A	-1.23725
SKP2	-2.29175
PARVA	1.07416666666667
PKLR	-1.6135
RNF34	-0.0325
A3GALT2	0.706
C12orf50	0.081
SUNC1	-1.727
FAM102B	-0.912833333333333
CCT2	-1.16525
LRRC37A2	0.1565
ARF4	-1.044
SIKE	0.663125
C8orf48	-1.2035
MBTPS1	-0.0805714285714286
GPSN2	-0.093
NCF2	0.26325
SLC12A6	1.05683333333333
MRPL48	0.35125
HMGN3	-0.0271666666666667
LRRC62	-0.50775
PAX9	-1.82025
FAM55A	0.4675
C20orf42	-3.03583333333333
SCML2	-1.0805
BCL9	1.93825
FAM40A	0.67125
C9orf41	-1.38083333333333
ZNF774	0.974
LETM1	1.21375
PLXNB1	1.5115
NIPSNAP1	0.70875
USP10	-1.36275
F9	0.38425
LIPE	2.07475
CNGB3	0.247
C12orf52	0.60225
PI4K2A	1.234875
MED8	-0.3295
STAT4	-0.3423
FGD4	1.8005
RNF145	-0.422833333333333
WDR32	-0.7761
CLDN2	0.0823333333333334
TCEAL8	-0.12175
ZMYND8	0.1675
PDXK	1.03896875
GATAD2A	1.801
PTGES3	-1.151
CCM2	0.3095
TAP1	-0.266875
ZNF670	-0.22475
ETS2	1.36685714285714
C6orf166	-1.04116666666667
PRMT2	0.503285714285714
OR4B1	0.43
INTS8	-0.676
CCDC102A	1.4315
CCDC83	-1.4672
ITGA1	-1.0251
EPHA5	-1.915
FAM24B	0.1115
TSGA10	2.15725
HAL	-0.6875
MYOT	-0.460666666666667
SPACA3	0.425
BCL2L2	-0.703333333333333
CUGBP2	-3.76266666666667
CCNB3	0.378
RNF113B	0.557
MERTK	0.834
BAG1	1.28575
VPS36	0.0715
ORMDL3	0.5802
C1orf190	1.39875
ZNF625	-0.17975
CORO2B	-2.3305
ALOX15	-0.083
CST1	-0.1705
NUPR1	0.0861666666666667
CCL7	-0.1645
SMCR5	-2.4115
DSC2	3.0715
RBMS2	1.2395
GRIK4	0.933
TRIM65	-0.4748
TMPRSS6	-0.465071428571429
TP53INP2	0.08675
GLB1L	0.343333333333333
LOC388284	-0.255
PUS1	0.273785714285714
BCL9L	0.4475
OLFM1	-3.03825
RET	-1.4945
MASTL	-1.55016666666667
ALX3	0.361
IL1RL1	-0.135
ZNF765	-0.9941
C14orf138	-1.06625
SNX10	-4.37083333333333
TAC4	0.528
C1orf64	-3.176875
POGK	0.13475
MAPK9	-1.41475
ZNF366	0.9085
C8orf79	0.0887
CLDN7	2.4655
OR5AT1	0.666
TRIM37	-2.55725
LRRC25	1.64675
GRHL2	2.8855
TEKT3	-0.76425
LASS5	-0.7005
ABCC4	0.157916666666667
DLG3	2.681625
VGLL1	4.489375
ZFP36L2	1.63633333333333
MFRP	-0.0425
KIAA1799	-0.5545
FLJ44379	0.6365
PCNX	0.65675
ANXA9	-0.698
CYP4V2	-0.8281
PIK3C2A	0.5675
SRR	0.445
NOL3	-2.44375
IFITM2	1.824
ARNTL2	-0.4245
ZNF595	0.47175
NLRP13	null
ASPH	-1.034
CPA2	0.05
PVRIG	-2.46733333333333
LEPR	-0.793666666666667
C16orf42	0.547166666666667
SH3BGRL	-0.99225
FAM77D	-1.0638
FNDC7	0.017
C9orf6	-0.606166666666667
NOTCH2NL	-0.2295
PGBD1	0.0881666666666667
SYNGR2	0.145833333333333
PITPNA	2.181
PRPF4B	-0.8302
SLC43A3	-1.0845
NRBP1	0.532
SLC25A22	0.899
ILK	0.151375
SLC22A8	0.855
MRPS7	0.415875
PITX2	-0.06225
FABP3	1.8045
OR1L1	-1.771
LOC728215	-0.663375
BLID	-1.332
KIAA1217	3.0676875
TFPT	0.6495
AP4B1	-1.3735
VBP1	-0.738
OR1K1	0.3325
MORC3	-0.65325
BHMT2	-0.2595
C3orf10	0.60525
FZD7	0.243166666666667
WFDC10A	-1.592
PMS2CL	-0.65075
CCDC32	0.653166666666667
FA2H	-1.50325
ALG13	-0.4995
TTLL7	-0.5876
SPOCK3	2.06725
SLC13A2	0.8005
AIM1	-3.48633333333333
GPRC6A	0.679
EGR2	1.18775
MED11	0.7305
WWC1	3.582
SH3GL3	-2.2695
RIF1	0.288642857142857
PRLH	0.3035
VLDLR	-0.0835
DBT	0.30675
C21orf63	-0.14075
CGGBP1	-0.65975
KRTAP12-2	0.841
TADA3L	0.779125
ZBTB16	-0.79325
PDGFB	1.2485
RFX1	0.78075
UQCRB	0.759
LOC133874	1.1035
HPS3	0.187
LGALS3BP	1.8543
DKFZP564O0823	1.52628571428571
MRFAP1L1	-0.3925
HOXA10	0.623833333333333
NGB	0.109
KIF21A	1.20153846153846
IFLTD1	0.617
LZTS1	-1.4185
ARHGEF3	1.3265
RHBDL3	0.701
CSNK1G2	0.00508333333333335
ChGn	-2.652375
KIAA1244	-1.52
GABRB2	0.318
MGC72080	0.923
CD27	1.448
EGLN1	-0.8534
PEX13	0.2585
RWDD3	-0.06725
RNF12	-1.11883333333333
GRIN2B	1.46
ADAMTS14	-0.493375
DYDC2	2.68483333333333
ATP6AP1	1.6666
NR1H2	0.247666666666667
PDK2	0.70975
C3orf17	-0.4305
SLC38A2	0.131928571428571
SLC25A29	0.3565
C15orf29	-0.1045
ADAM9	-2.10954545454545
TMUB2	-0.07825
GPR176	-0.67275
AGK	-0.0996666666666667
MCCD1	0.4505
NDUFA4	-0.85375
TMEM146	1.236
DUSP1	-0.978
UNQ6975	-0.856
EMX2OS	6.887
INSM2	0.5685
LUZP4	-0.54025
SETD6	-0.355
P2RY2	3.13675
SLC45A2	-2.081
RABGAP1	1.25116666666667
UBXD5	0.525625
GPRC5A	0.7143
PAK3	1.085
LOC63920	-1.10275
TGFBR1	-0.6184
KRTAP6-3	0.61025
SFMBT2	-1.323
CDC42	-0.2281875
C11orf35	1.1605
TTLL2	-0.7055
UACA	1.8305
CD97	-1.5462
SETD5	0.288125
NINJ2	-2.63975
PTER	-1.6265
POMGNT1	0.84725
KRTAP4-2	0.202
ECGF1	0.281125
HRB	-1.03045454545455
ATP1B2	0.4888
LOC400506	-0.07375
COL4A3BP	1.23325
C6orf97	-2.323
GRHPR	0.19575
TAS2R1	-0.262
SEMA7A	0.68825
EDF1	-0.1545
ODF2L	0.739444444444444
PCID2	-0.666166666666667
GTF2H4	-0.401833333333333
ZCCHC3	1.111375
CGB2	0.644833333333333
NEUROD1	0.239
C20orf75	1.83
RP5-1054A22.3	-0.463
IFNA5	0.4325
ZNF134	0.525
MGC119295	-0.2982
ZSWIM6	0.2785
SMEK1	0.0705
PCGF2	-0.159875
C1orf102	2.16625
CYP2A13	0.8375
KCNH6	-0.9116
MDM1	0.409
ALDH7A1	1.10783333333333
C9orf75	0.60775
VDAC3	0.0685
OR51T1	-0.559
EIF3F	-0.282
KCNJ10	-0.0015
LENG8	0.68225
EDEM2	0.243083333333333
CCNJL	1.78833333333333
DHX37	0.014
CRYGN	2.386
AATF	-1.542125
ZNF630	1.121375
E2F5	-0.1915
WFDC13	-1.281
FTSJ3	0.142666666666667
C4orf33	-0.46875
LHFPL4	-2.1725
C19orf56	-0.37325
SMAD4	-0.279
AFM	-0.28
G0S2	-2.16125
FCHSD2	0.7534
RRP1B	-0.5738
EEF1B2	-0.538833333333333
STAT6	0.954
ZNF195	1.18275
GNL1	-0.00699999999999998
ZNRF2	0.408833333333333
PER3	-0.194125
ASB16	0.1735
C10orf10	0.410285714285714
ADCY8	-3.52533333333333
C9orf58	-0.294166666666667
ARMC10	-0.654333333333333
PSG1	-0.7165
DHX34	0.55675
VARS2	0.335375
NFIC	0.616
ITPR2	-0.1685
AGXT2	-0.092
